epoch,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/loss,val_calib/loss,val_select/acc,val_select/loss
0,9,,,0.7346449494361877,,,,,
0,11,,,,0.4000000059604645,0.7014944553375244,0.7163007259368896,0.4000000059604645,0.7014944553375244
0,11,0.5,0.9398846626281738,,,,,,
