threshold,accuracy,acceptance_rate,fnr,tnr,tpr,fpr,ece,brier,tp,fp,tn,fn,precision,recall,f1_score,correct,total
0.3131,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3232,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3333,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3434,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3535,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3636,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3737,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3838,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.3939,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4040,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4141,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4242,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4343,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4444,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4545,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4646,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4747,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4848,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.4949,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5051,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5152,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5253,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5354,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5455,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5556,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5657,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5758,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5859,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.5960,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6061,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6162,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6263,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6364,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6465,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6566,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6667,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6768,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6869,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.6970,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7071,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7172,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7273,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7374,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7475,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7576,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7677,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7778,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7879,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.7980,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8081,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8182,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8283,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8384,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8485,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8586,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8687,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8788,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8889,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.8990,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9091,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9192,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9293,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9394,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9495,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9596,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9697,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9798,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
0.9899,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
1.0000,0.4200,0.0000,1.0000,1.0000,0.0000,0.0000,0.1811,0.3602,0,0,42,58,0.0000,0.0000,0.0000,42,100
