threshold,accuracy,acceptance_rate,fnr,tnr,tpr,fpr,ece,brier,tp,fp,tn,fn,precision,recall,f1_score,correct,total
0.5556,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.5657,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.5758,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.5859,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.5960,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6061,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6162,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6263,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6364,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6465,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6566,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6667,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6768,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6869,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.6970,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.7071,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.7172,0.5300,1.0000,0.0000,0.0000,1.0000,1.0000,0.2385,0.3056,53,47,0,0,0.5300,1.0000,0.6928,53,100
0.7273,0.5500,0.9800,0.0000,0.0426,1.0000,0.9574,0.2185,0.3056,53,45,2,0,0.5408,1.0000,0.7020,55,100
0.7374,0.5600,0.9700,0.0000,0.0638,1.0000,0.9362,0.2085,0.3056,53,44,3,0,0.5464,1.0000,0.7067,56,100
0.7475,0.5600,0.9100,0.0566,0.1277,0.9434,0.8723,0.2085,0.3056,50,41,6,3,0.5495,0.9434,0.6944,56,100
0.7576,0.5400,0.6900,0.2830,0.3404,0.7170,0.6596,0.2285,0.3056,38,31,16,15,0.5507,0.7170,0.6230,54,100
0.7677,0.5300,0.5200,0.4528,0.5106,0.5472,0.4894,0.2385,0.3056,29,23,24,24,0.5577,0.5472,0.5524,53,100
0.7778,0.5000,0.2700,0.7170,0.7447,0.2830,0.2553,0.2685,0.3056,15,12,35,38,0.5556,0.2830,0.3750,50,100
0.7879,0.4400,0.1300,0.9057,0.8298,0.0943,0.1702,0.3285,0.3056,5,8,39,48,0.3846,0.0943,0.1515,44,100
0.7980,0.4500,0.0200,1.0000,0.9574,0.0000,0.0426,0.3185,0.3056,0,2,45,53,0.0000,0.0000,0.0000,45,100
0.8081,0.4600,0.0100,1.0000,0.9787,0.0000,0.0213,0.3085,0.3056,0,1,46,53,0.0000,0.0000,0.0000,46,100
0.8182,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8283,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8384,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8485,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8586,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8687,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8788,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8889,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.8990,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9091,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9192,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9293,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9394,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9495,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9596,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9697,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9798,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
0.9899,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
1.0000,0.4700,0.0000,1.0000,1.0000,0.0000,0.0000,0.3062,0.3056,0,0,47,53,0.0000,0.0000,0.0000,47,100
