epoch,step,train/acc,train/loss_epoch,train/loss_step,val/acc,val/loss,val_calib/loss,val_select/acc,val_select/loss
0,9,,,2.370739698410034,,,,,
0,11,,,,0.5,1.8017715215682983,1.8435215950012207,0.5,1.8017715215682983
0,11,0.5208333134651184,2.5081355571746826,,,,,,
