threshold,accuracy,acceptance_rate,fnr,tnr,tpr,fpr,ece,brier,tp,fp,tn,fn,precision,recall,f1_score,correct,total
0.6667,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.6768,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.6869,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.6970,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7071,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7172,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7273,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7374,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7475,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7576,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7677,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7778,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7879,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.7980,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8081,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8182,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8283,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8384,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8485,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8586,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8687,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8788,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8889,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.8990,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9091,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9192,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9293,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9394,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9495,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9596,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9697,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9798,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
0.9899,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
1.0000,0.4600,0.0000,1.0000,1.0000,0.0000,0.0000,0.1699,0.3087,0,0,46,54,0.0000,0.0000,0.0000,46,100
