threshold,accuracy,acceptance_rate,fnr,tnr,tpr,fpr,ece,brier,tp,fp,tn,fn,precision,recall,f1_score,correct,total
0.1616,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1717,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1818,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.1919,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2020,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2121,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2222,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2323,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2424,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2525,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2626,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2727,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2828,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.2929,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3030,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3131,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3232,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3333,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3434,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3535,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3636,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3737,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3838,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.3939,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4040,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4141,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4242,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4343,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4444,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4545,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4646,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4747,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4848,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.4949,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5051,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5152,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5253,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5354,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5455,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5556,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5657,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5758,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5859,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.5960,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6061,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6162,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6263,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6364,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6465,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6566,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6667,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6768,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6869,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.6970,0.4800,1.0000,0.0000,0.0000,1.0000,1.0000,0.2828,0.3295,48,52,0,0,0.4800,1.0000,0.6486,48,100
0.7071,0.4900,0.9900,0.0000,0.0192,1.0000,0.9808,0.2789,0.3295,48,51,1,0,0.4848,1.0000,0.6531,49,100
0.7172,0.4900,0.9700,0.0208,0.0385,0.9792,0.9615,0.2789,0.3295,47,50,2,1,0.4845,0.9792,0.6483,49,100
0.7273,0.4700,0.9300,0.0833,0.0577,0.9167,0.9423,0.2989,0.3295,44,49,3,4,0.4731,0.9167,0.6241,47,100
0.7374,0.4300,0.8500,0.2083,0.0962,0.7917,0.9038,0.3389,0.3295,38,47,5,10,0.4471,0.7917,0.5714,43,100
0.7475,0.4800,0.6800,0.3333,0.3077,0.6667,0.6923,0.2889,0.3295,32,36,16,16,0.4706,0.6667,0.5517,48,100
0.7576,0.4100,0.5500,0.5417,0.3654,0.4583,0.6346,0.3589,0.3295,22,33,19,26,0.4000,0.4583,0.4272,41,100
0.7677,0.4800,0.3800,0.6458,0.5962,0.3542,0.4038,0.2889,0.3295,17,21,31,31,0.4474,0.3542,0.3953,48,100
0.7778,0.5200,0.2000,0.7917,0.8077,0.2083,0.1923,0.2489,0.3295,10,10,42,38,0.5000,0.2083,0.2941,52,100
0.7879,0.5100,0.0900,0.9167,0.9038,0.0833,0.0962,0.2589,0.3295,4,5,47,44,0.4444,0.0833,0.1404,51,100
0.7980,0.5300,0.0100,0.9792,1.0000,0.0208,0.0000,0.2389,0.3295,1,0,52,47,1.0000,0.0208,0.0408,53,100
0.8081,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8182,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8283,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8384,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8485,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8586,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8687,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8788,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8889,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.8990,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9091,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9192,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9293,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9394,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9495,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9596,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9697,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9798,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
0.9899,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
1.0000,0.5200,0.0000,1.0000,1.0000,0.0000,0.0000,0.2450,0.3295,0,0,52,48,0.0000,0.0000,0.0000,52,100
